id,predicted_price
1000102,302337.64619642857
3600072,519204.38406176673
3800008,292301.4817972969
6200017,253348.04417207238
7200179,189065.14154434035
7600065,562765.9446253983
11501160,820072.6738767606
11520200,774342.4782438801
11520640,789037.1670302488
13001215,295864.4653426651
16000015,195878.02713978893
16000200,262136.41487317922
23500190,585509.4675456597
23520380,497851.04184364574
31000165,1349933.198434524
34001765,571632.5094623015
40000228,189919.18968068887
40000362,175331.6351554693
40000553,278734.1028993036
42000127,294943.27067406906
50300090,410986.5940847711
52000067,525881.9308499442
65000260,827789.2444148627
66000070,329509.7317166443
66000265,389049.0527239083
87000213,252468.38035285144
87000245,210708.65289192926
87000283,369799.08598211454
88000173,432577.0640853176
98000060,1347971.0691269846
100100050,335690.036190958
100300500,318885.73489629495
100600320,210631.84582561583
100600860,205634.34590136277
104500730,211146.31519066633
104510180,247736.7620248238
104510230,244725.1779383969
104510440,247778.2049427665
104540820,240161.3735612035
104550690,309182.226642353
104560120,292920.73600607144
106000015,408368.83219150477
106000395,402197.6801383344
108000127,555372.7540876305
109200390,239089.7468152226
112900020,366080.7166630298
114100234,455758.9681271037
114100763,297611.8642536926
114101426,365264.20004313835
117000100,592458.5555278008
121059007,254708.5551567723
121059038,413546.11471338366
122029066,430816.052609127
123039147,400870.1519041448
123039207,366422.5427380197
123039279,210964.70084982214
123039346,309114.9137240241
123039364,252619.50146823403
123039570,391748.726627885
123039633,344531.31765517243
125059179,638943.6954289402
126039252,394700.1610710109
126039323,429144.23093166394
126059225,503181.64658994705
151000075,746532.7284129757
162500015,419945.67930979637
162500030,346781.2112888831
173000025,368403.15709376923
173000036,343233.20626956935
173000140,433440.4734044195
179003055,236765.92248679872
185000161,254944.94515645347
191100235,799513.5050892858
194000575,519379.6733821133
200500410,479488.09074962477
200800330,438202.12026551605
203600470,650812.0642215055
203900460,420885.89747703803
205000120,652055.7468044418
207700050,590380.4252698937
217500005,425124.8252262453
217500015,406971.8270819413
217500140,579338.1962714803
224069102,490890.47330055456
224069114,600650.6933561167
225039049,572420.3611998465
225039082,811457.4624731779
226039186,337892.90052774706
226059065,517435.0543483894
226059096,1317162.5692893213
236500050,325718.86614471796
238000244,460901.4102283549
239000115,335804.7392557674
240000130,570868.3329338023
240000269,931234.8552582968
248000240,204681.77720111355
249000180,1793290.7797420635
251200240,467844.94457078853
251300110,292962.6062247837
251500330,1562636.2230140688
253600180,433045.96927032364
254000075,394134.3316168831
254000100,610160.6604206349
254000695,336631.71041367383
255450020,373828.7603271298
255450250,311512.72245502664
255450400,328027.81948375184
255520180,819403.2279937575
255550070,433775.6402272726
257000037,304937.4680761148
257000105,197869.02009569982
259000240,477650.7683449069
259600620,516516.9739426821
259600790,430406.99328542163
259601010,410589.6364995211
259800060,480071.8448263686
263000006,425220.56037429353
263000018,423348.4109774681
263000155,484591.6299396176
263000253,428097.2561192846
269000030,986164.4509317075
269000970,1230178.0351984126
271200130,237768.2720561013
273800100,251972.68426266607
273900030,239558.67134164926
274100090,376512.34527203353
280610020,1144515.2980732317
284000095,906971.8862976189
287000110,533111.1853618327
290000075,428159.8795604256
290200230,656353.060996092
291300010,370546.8832946394
291310100,405765.73224918864
291310150,368640.73514334974
291310170,404704.5037206755
291310310,548357.2958928209
291310340,542330.0180515512
291310390,361964.27340300335
293000145,388423.44323088025
293610040,660762.9448509451
293620220,828093.9660211658
293700110,879027.4354499966
293760150,994492.4631150791
293810190,462575.87205963104
293850040,584459.5421641942
301400830,263290.22572989756
301401370,330182.64029076794
301402280,227489.4436699073
302000065,204886.74641780808
302000375,243595.11518614655
304000380,216211.6737393006
305000170,657615.3762055143
305010050,657802.8623815734
318300040,548397.6112860197
318500300,693372.7376117882
318900080,449591.40416847065
319500080,698228.0609050589
320069049,377120.7135119049
321030150,320522.96412691026
321100260,704889.5425065823
322059097,279719.6761246014
322059264,289150.96835750144
322069020,423650.7450773809
322069109,413756.77926984127
322069141,484998.0381825398
322069180,648841.3550555555
323059103,379399.93952125334
323059208,359959.4663148495
323089085,613418.700857143
323089172,421377.64986166405
324000280,707974.1694546103
324000530,476700.2795881322
324059161,973785.3077199727
326049038,536359.5893061478
326049060,625707.3291014082
326049103,542641.1837174171
326069131,595850.0722991191
326069132,518782.72475149005
327000100,918895.5120403209
333100209,820220.6284349586
339350150,758247.9588439356
339600110,438160.00897530996
339600290,380459.74404624733
342000036,482621.44972564926
345700040,276824.3569026984
357000005,629925.5542197713
357000025,620530.6566337243
357000135,1111214.1941666664
369000365,396155.3905629827
369000690,470941.0769375472
379000051,290821.18249656475
384000135,467689.8708469991
393000142,391594.83733815886
396100025,372886.0193164053
396100110,257437.85760219183
402000115,318800.87542756216
405100165,406592.3327679979
414100045,415378.6072205557
414100630,363946.8105022159
418000010,191418.26282414445
420000085,241151.1110590443
421000285,273684.8191629045
421000455,245514.74034506854
421049114,195260.78997115206
421059018,299793.8703920255
422049178,240973.54390404682
422049203,230002.55199622587
422069067,432229.64619516605
423059207,296152.93971055443
423059387,608804.6770890766
424049043,1044791.1945674601
424069018,914527.1288000271
424069096,493547.98656228965
424069112,737307.0212979446
424069206,747036.5789464652
424069264,715335.722052324
425059024,645825.704147802
425069020,1070819.057095959
425069139,634869.143601635
425079001,675020.196667116
425079100,575619.6816036258
425200205,241763.6675576345
426059055,575932.4581974803
431500155,598989.3042274825
434000030,600630.49757868
438000015,665394.7614498769
438000025,614338.8900336734
441000115,444350.88862547907
446000010,554972.4809218141
446000190,743714.0717261903
452001475,489296.14299546665
452001860,463959.5787514019
461004720,555694.5924622488
475000176,458804.64496000623
475000190,501992.2243266055
475000510,559154.035321809
476000017,484019.96360189863
476000333,456140.08781985636
507100005,409061.1131239661
510000641,649439.5012159448
510001280,862046.3624509806
511700170,290611.54227264464
514500090,573252.7097673734
514500235,486728.93750942755
518500460,1773633.9889426401
518500700,753180.6815926996
519000043,550585.912739088
521049227,1323602.1756150795
522049074,381903.5774844289
522049104,333653.8640758717
522049122,286271.39227866963
522059130,270873.1526312199
522059172,254624.7368385817
522059189,245445.66307551495
522059299,247721.0815102524
522069022,542226.2088293651
522069119,486620.7795515874
522079022,510164.2922750616
523049195,242774.81933580473
524059063,1690786.1921440244
524059322,835755.4789638412
524059323,836558.4998686032
524069011,638179.6288885139
524069049,578036.277240898
524069115,816468.1686981455
524069116,520094.706028537
525049085,600849.0015642901
525069127,1208104.531563492
525069133,957683.4581708055
526059103,310722.65504027205
526059183,461159.11522074975
526069024,943430.5939233503
534000080,327763.7817610648
537000255,250906.29797992288
540100057,1360193.5127272725
546000400,534926.8400791037
546000930,674599.472436064
546001060,679534.4404878217
558100090,576297.2244226333
567000755,450916.24615460046
567000775,441344.2539860861
569000050,572379.7068858584
579000550,463012.83763888903
582000135,526290.1196585684
582000185,593966.471209942
585000095,615928.0172623468
587550010,802307.6337301588
587800130,304685.24663830065
597000550,492398.7799770463
597000566,404363.02581818163
597000593,381610.08208612015
603000555,410463.17001726036
616000200,408317.4453005738
619000100,359238.6582411768
621069039,362709.52754761896
621069102,225133.82947913985
621069218,431169.15551767685
622069006,1598731.289285714
623049185,268106.1424465
624069003,790994.7827837985
624100950,755566.1644125448
624101110,814811.7281585817
624110020,823705.611036214
624110610,1010763.9903428406
624110920,837387.8806075947
626049058,448487.5752655122
626059317,369214.5592460616
626059335,506769.2919219011
626100023,690456.3702745311
626400020,794636.368902309
627300105,947333.3764361473
629000605,1155878.3820034128
629000730,714722.1753308269
629410130,757247.7484596269
629410180,732777.3215467392
629410190,734998.3813881987
629800380,1403509.2417821074
629810350,815285.3011081903
629810720,831679.6347127486
629810800,903274.8902515428
629811340,705972.3311038918
629811600,692711.5514296034
631000040,514321.6378322424
635000009,936794.8237694593
638100015,321034.5127449518
641900050,428350.4290210808
642150080,529190.2826942039
642500080,430099.49874197977
642800130,710232.92197038
643000110,255230.9289339887
643300010,495156.5924763993
644200065,840967.1212029711
644210020,847421.8766144537
646910160,244687.6601431846
646910560,252274.20329510883
647100096,699425.392806554
650000030,729613.8467844289
662310900,391868.58842483617
662350050,952737.6945099526
662440020,399332.3899797509
666000142,764292.9649519366
666000143,760948.7613805081
669000210,1015673.2571338384
686050100,854650.9387294822
686200490,548718.8619934135
686200510,558197.3619366746
686300880,671219.198083629
686400210,541989.8559855854
686530170,566736.8016893689
686530530,639305.3645464813
686800065,983703.5120075761
686900010,965080.1758710316
705700240,340583.740201183
705700530,327003.0563579763
705710290,327502.5888796326
711000110,1145182.809529581
714000155,551820.5388103205
715010130,1628975.5292658724
721049207,288175.0432897383
722039087,251543.41237373746
722079056,428421.69050793664
723000114,1268714.103920635
723000150,848955.9658988534
723049197,207712.0749622578
723049434,351050.6931364664
723049448,244388.66633079865
723069135,429310.3370079364
724069059,1339449.0824733048
724069070,1025897.5202341027
726049184,279897.52900143916
726059395,518404.06782853254
726059483,875166.941103545
727500030,690739.9710340385
731500170,357310.0178737178
736100065,953661.5121904761
739000035,191419.86794256206
745500010,961339.3093863772
751000080,417046.17011192976
751000190,379341.68388513156
766000240,292928.7637727514
766800090,248500.17054619783
785000040,481854.6490124866
792000006,195768.22256966945
792500190,374738.4953214287
792500260,367483.20916620275
795000620,161484.94664335647
795001930,237471.95037283338
795002190,223540.59279134986
796000235,228510.17415943305
798000062,285254.8814525597
798000342,309389.774477198
798000535,258247.7688018296
798000630,327838.8331121555
807800190,304613.33367566776
808300090,509236.69098956586
808300200,523711.41724969464
808300270,486875.8480100017
808300550,436856.02236652223
809001070,714493.0971760724
809001520,996301.6536527778
809001525,943027.4075874287
809002290,756781.7375829227
809002435,628719.0730740261
809002705,714066.4248525915
810000080,893902.9038665227
811000055,1140364.270563853
818500100,205700.4769551741
820000012,449214.03047680407
820079043,380409.5686129149
821049149,260450.2007186514
822039004,580846.7906666666
822039084,798115.686607143
824059321,1555997.382227357
824069121,787581.2050873016
824069173,594342.2132470899
825049073,515898.2516055007
825059178,2365201.986240981
825059349,1355229.039804346
825079019,673768.3702308802
826000295,375904.3582762528
826069002,373425.2098710318
826069127,488525.42828337423
826069184,517858.2982537664
844000180,286045.52958624804
844000225,268629.26591419947
844000375,383799.08548809536
847100047,555864.9645672512
853600150,1572981.5407575753
853600310,1584892.5997655115
854000165,254578.51248493663
855700170,544192.5014013358
856000195,1978893.0074927853
856000255,610552.132472255
859000022,359843.8603708658
859000160,354466.79036904743
862000020,733818.6014160838
866400040,528105.8239953719
868000175,616902.0934759675
868001030,1013211.8771944444
868002015,1255011.3168815628
868002080,794969.4272592686
869700050,323046.0483750852
869700060,302641.0620287885
869700370,330312.44915601274
871000155,583615.9113668232
871000435,699436.5962557996
871001484,570113.9309795189
871001500,698862.6269116018
871001611,599881.6531069679
873900240,309832.44428673876
892000025,177974.6430520563
898000200,210352.18314344724
898000220,236645.85869400558
904000045,680390.8750674778
910000104,299493.4583691233
917000300,493440.47432747873
920069052,268693.51511773583
921049141,692750.6530257934
923000120,473277.03560683766
923000270,349504.6524601398
923000413,446805.02047003165
923000425,745395.818075917
923000580,720487.9190187588
923049468,202830.91046272707
923059206,341271.487870403
923059252,553706.1584730465
924069210,720372.8015800907
925049318,590818.0549214771
925059219,575722.348745394
928000020,415135.8804970234
930000234,492412.28679094533
930000305,479831.81208118814
930000470,1009668.5479693356
936000060,402569.1594318739
943100262,318846.92010107345
943100683,415756.0957344387
943100689,402882.59840951744
946000295,428013.6059761707
952003285,783716.2217371853
952004570,385437.3322478023
952006728,350268.7619310966
952006857,354592.1274677127
952007055,433356.22934977117
955000453,450835.09487196506
976000879,622219.1577995312
984000130,306154.00991484825
984000650,308688.5653181894
984200540,310590.4416173862
984210170,307755.61072189093
984220290,298630.3234930009
985000955,256204.3795319523
985001266,323382.6873200459
985001275,186177.80533424098
985001321,262043.91362624656
986000045,328326.2785219826
993000090,823102.0902550505
993000100,828903.2222391778
993002325,453812.9303966727
1001200035,232803.62020740833
1005000036,414394.90361243376
1005000220,411050.84336402424
1005000240,332183.82280373067
1020069017,389010.18408134935
1021049022,252099.67743335516
1021079099,359435.63943055563
1022069050,272867.63232888764
1022069183,648417.3299538242
1023059190,266766.67048887553
1023059246,482240.4818178449
1023059365,536616.3176550723
1023089096,329593.20440414373
1024000109,365467.2077286179
1024039001,860848.7460992065
1024069027,992369.5031512498
1025039292,1216910.5859518847
1025049174,974716.9504246878
1025059186,511118.67953977105
1026049036,337850.00048389233
1026069061,832835.0463031103
1026069106,482656.36599281617
1036400100,667851.9786819
1036400200,623025.9982199913
1036700220,748938.9033691757
1042700050,824111.7647503801
1042700300,851817.5465891431
1043000100,367113.3680592411
1049010300,410001.5157238613
1049010390,361481.41448094323
1049010620,285814.2511984127
1051000040,1409631.6415277775
1061500360,312960.94241157215
1068000110,957840.7032738095
1068000255,1648336.385456349
1068000375,2842828.862996033
1068000520,1259670.9949841273
1068000559,1156342.609998474
1070000390,1230689.7430988457
1072010350,521742.598580391
1072100085,356235.82982128166
1073100065,346220.01615447016
1074100020,341143.82696842926
1079350090,303439.9356614128
1081200360,343192.6599725847
1085621960,305609.3652087139
1085623630,416897.9495870681
1085623710,397479.2407676878
1088400190,240032.9882213823
1088800470,597220.0504213956
1089000190,850381.5639808686
1090000036,655861.6405555555
1096100010,312297.80971242045
1099600090,227710.13104116783
1099750610,247800.76753923055
1099760230,237107.5059717138
1099900120,345809.33622260136
1099950050,874410.2414953482
1102000095,882811.5683712125
1102000514,919608.9217005775
1102001274,1059210.3832704795
1105000373,314803.3765996106
1105000571,419270.3077834434
1105000745,437033.24907268176
1105000780,421792.340866174
1109000390,607555.1105555556
1112000035,314501.97537707305
1112000100,793653.5383139062
1112000125,360798.6182871822
1112630130,444257.02500438405
1112700010,424632.0727607635
1113000430,197611.31701211113
1115100119,392561.888194453
1115300070,691413.7928569944
1115300270,806256.9115046344
1118001215,1488396.944047619
1118001370,1135801.0205555556
1118001631,1156279.9264979546
1118001645,1315543.7490641712
1118001805,2077992.7305375186
1118500030,839708.4138100803
1121000058,552902.9402928201
1121059105,497005.57574092096
1122069006,513852.6817698415
1122069019,717056.0363870853
1123049027,217816.7645616775
1123049129,307421.55330644664
1123059125,535131.1315567499
1123059126,529891.9996354907
1124000010,411630.6330959585
1125059071,961648.5978176978
1125069153,1432984.9375793645
1125079111,1935149.0436153135
1126059108,936931.0331336429
1126059144,656757.6279295601
1126059201,1403185.4451465202
1126069045,1422573.355793651
1133000036,381619.466144442
1133000100,428247.1204052447
1133000144,584305.0198243703
1133000385,961189.1546944447
1137300690,654680.3250410415
1137400050,459536.96871499263
1137400420,405686.4478672985
1137410040,498063.44439367426
1138000450,391274.14545084373
1138010530,372844.5010563276
1138020020,355551.5146188002
1139000035,588680.9052767609
1139000400,487268.4800287503
1139000620,312045.2985437862
1139600270,300067.12390032905
1150000740,647733.6060278323
1150900080,830449.664692707
1151100035,418107.70226415934
1154100205,298575.0821326441
1155620190,424738.12288194953
1155640050,454532.30325811205
1157200189,522272.3019289322
1159400220,749152.3366559361
1160000255,401554.8513215394
1163400020,285567.38071330823
1163400070,289198.75741864764
1172000150,315810.8310685397
1176001117,551323.2041052447
1176001119,567405.649476636
1176001124,561238.1836509735
1176001293,1522220.2547449498
1180002745,332296.62059694855
1180005220,235918.90662953645
1180007375,769901.616525974
1180008315,218062.0261437284
1180500070,424340.34512385796
1186000150,525639.1939029581
1189000205,443960.1128295293
1189000207,444402.45892350475
1193000190,799884.1825345069
1193000280,800719.3469541846
1193000380,865191.281417613
1193000390,935952.5626750749
1193000480,926195.3577763346
1196000007,399224.86069769954
1201500010,667357.8019399027
1205000215,488407.39834997314
1211000280,404405.8895111365
1217000340,309901.1687188115
1219000043,331552.6282074279
1219000473,314898.67393959884
1221039066,432731.0888789685
1221039156,319871.8654333311
1221059176,410794.77190277784
1222000055,204042.739450863
1222029077,337981.16013708524
1222069094,317635.4588301829
1223089016,425779.9778452383
1223089050,375001.1039877443
1223089066,770166.525690476
1223089077,629054.2392748918
1223089083,747942.2060818899
1224049005,873233.6967204398
1224059053,1009853.9433362193
1224069074,831399.5540288074
1225039067,477368.91250488884
1225069038,4901389.83095238
1226039124,440354.5104784698
1226039130,435626.0485263683
1226059101,518840.40460986114
1226059105,671476.332013889
1226059161,548482.2379460803
1231000310,474059.25002687605
1231000510,482416.3338991839
1231001110,352602.2022792144
1231001115,400869.75509523804
1232000915,531304.5991242161
1234000704,1151962.5965099204
1235100371,896743.8005725688
1236300268,467926.8709377421
1236300290,1243621.452844982
1237500105,710239.7526323849
1237500540,338216.34680357645
1237500577,932560.4011669307
1238500281,495609.306107474
1238500978,426769.82958662644
1238501184,919968.2946016489
1239400064,863037.2357713648
1245000438,719222.5568303695
1245000461,1008265.1836953032
1245001295,684522.269574803
1245001659,702656.2825418017
1245001820,598436.5692164568
1245002952,990192.1460610706
1245003006,1067171.2806398664
1245003160,654844.793418725
1245003740,577653.9334831664
1245500690,706271.9077225822
1245500950,686309.3695970419
1246700136,416863.15417753195
1246700251,896298.641566954
1247100035,1048239.9581992516
1250200345,356946.509496147
1250200415,346165.7525589866
1250200418,357541.4742462121
1250200693,577786.762152777
1250201130,478282.2278963694
1250201175,431936.9681071429
1250201550,772074.8259401157
1250202145,1025519.5459854869
1250202660,786017.4985479801
1250202990,814811.8531252423
1251200155,1128407.132578463
1254200075,584848.6663415405
1254200835,596292.3094678931
1257201375,552954.799730171
1257202120,515238.46592978446
1257202430,937549.570452381
1266200015,747816.4903865212
1269200150,278851.2597610349
1269200229,1190197.0450000002
1274500170,201095.742917203
1277000020,866443.0032947956
1278000210,172599.037249667
1279300085,709250.5597221083
1282300995,376317.6651677333
1310000130,310788.8502152678
1310430400,537031.6521786551
1310500550,300248.48310272564
1310700330,270521.4582024356
1310700390,340764.65113012394
1310800090,233851.43457641677
1310820150,357385.872098982
1310900140,345438.346056253
1310900260,345511.02952312335
1310910290,335188.6385940911
1310980110,298227.82412569784
1311100490,260989.42538422262
1311200460,272111.3594150294
1311400350,259195.06586247165
1311500020,263816.06652609544
1311800220,224608.87464075777
1311800560,213581.06484812382
1311910300,280639.8943184012
1312200080,234809.68750111564
1312920060,247165.64042381206
1313000220,732131.4851436161
1313300340,527005.3075695136
1314300018,356422.21224328905
1315300095,776979.590730159
1320069179,349766.588960727
1320069223,310248.4753300661
1320069271,339055.8916833334
1321039076,188926.92551647502
1321059097,415539.30753968254
1321400060,277689.2842568721
1321700030,1253239.71594475
1321970240,304345.2324926948
1323089056,376267.652830808
1323089184,438118.8089658189
1324059048,635592.0280943541
1324079029,315725.0465119048
1324079082,465866.0712434332
1324079085,381818.2344682248
1324300091,437125.37764226185
